year,country,mean_number_of_years_in_school
1987,Malawi,2.4
1987,Malaysia,4.7
1987,Namibia,3.8
1987,Niger,0.35
1987,Nigeria,2.55
1987,Nicaragua,3.55
1987,Netherlands,9.149999999999999
1987,Norway,10.600000000000001
1987,Nepal,1.2
1987,New Zealand,9.45
1987,Oman,2.6
1987,Pakistan,1.85
1987,Panama,6.9
1987,Peru,6.0
1987,Philippines,6.8
1987,Papua New Guinea,2.0
1987,Poland,10.100000000000001
1987,Portugal,4.65
1987,Paraguay,5.05
1987,Palestine,5.1
1987,Qatar,4.25
1987,Romania,9.05
1987,Russia,9.399999999999999
1987,Rwanda,1.65
1987,Saudi Arabia,3.25
1987,Sudan,2.0
1987,Senegal,1.1
1987,Singapore,4.9
1987,Solomon Islands,2.9000000000000004
1987,Sierra Leone,1.15
1987,El Salvador,4.4
1987,Somalia,0.9
1987,Serbia,7.4
1987,Sao Tome and Principe,2.4
1987,Suriname,5.1
1987,Slovak Republic,8.8
1987,Slovenia,8.2
1987,Sweden,10.05
1987,Eswatini,3.6
1987,Seychelles,6.4
1987,Syria,3.05
1987,Chad,0.7
1987,Togo,1.75
1987,Thailand,4.85
1987,Tajikistan,7.8500000000000005
1987,Turkmenistan,8.0
1987,Timor-Leste,0.95
1987,Tonga,8.350000000000001
1987,Trinidad and Tobago,7.15
1987,Tunisia,3.05
1987,Turkey,3.8000000000000003
1987,Taiwan,6.75
1987,Tanzania,2.55
1987,Uganda,2.75
1987,Ukraine,9.600000000000001
1987,Uruguay,7.300000000000001
1987,USA,12.6
1987,Uzbekistan,8.5
1987,Venezuela,5.6
1987,Vietnam,5.35
1987,Vanuatu,4.0
1987,Samoa,7.3
1987,Yemen,0.7999999999999999
1987,South Africa,5.3
1987,Zambia,3.7
1987,Zimbabwe,4.25
1988,Afghanistan,0.75
1988,Angola,1.95
1988,Albania,6.85
1988,UAE,4.9
1988,Argentina,7.75
1988,Armenia,8.85
1988,Antigua and Barbuda,9.6
1988,Australia,10.3
1988,Austria,9.75
1988,Azerbaijan,8.65
1988,Burundi,1.4
1988,Belgium,9.7
1988,Benin,1.25
1988,Burkina Faso,0.55
1988,Bangladesh,2.35
1988,Bulgaria,9.5
1988,Bahrain,4.45
1988,Bahamas,8.4
1988,Bosnia and Herzegovina,5.1
1988,Belarus,9.3
1988,Belize,6.25
1988,Bolivia,4.7
1988,Brazil,4.199999999999999
1988,Botswana,2.7
1988,Central African Republic,1.65
1988,Canada,12.05
1988,Switzerland,11.35
1988,Chile,7.7
1988,China,4.1
1988,Cote d'Ivoire,1.5
1988,Cameroon,2.75
1988,"Congo, Dem. Rep.",3.4
1988,"Congo, Rep.",3.8
1988,Colombia,4.9
1988,Comoros,1.2999999999999998
1988,Cape Verde,1.9500000000000002
1988,Costa Rica,6.1
1988,Cuba,7.85
1988,Cyprus,8.85
1988,Czech Republic,11.95
1988,Germany,9.850000000000001
1988,Djibouti,1.8
1988,Denmark,11.05
1988,Dominican Republic,4.75
1988,Algeria,2.0
1988,Ecuador,5.550000000000001
1988,Egypt,3.8
1988,Eritrea,1.15
1988,Spain,5.449999999999999
1988,Estonia,9.0
1988,Ethiopia,0.7000000000000001
1988,Finland,9.6
1988,Fiji,6.699999999999999
1988,France,8.15
1988,Gabon,3.75
1988,UK,11.2
1988,Georgia,10.1
1988,Ghana,3.9000000000000004
1988,Guinea,0.95
1988,Gambia,1.2999999999999998
1988,Guinea-Bissau,0.85
1988,Equatorial Guinea,3.5
1988,Greece,7.65
1988,Guatemala,2.6
1988,Guyana,6.75
1988,Honduras,3.5
1988,Croatia,7.3999999999999995
1988,Haiti,1.9
1988,Hungary,9.3
1988,Indonesia,3.8499999999999996
1988,India,2.8
1988,Ireland,8.85
1988,Iran,3.0999999999999996
1988,Iraq,3.4000000000000004
1988,Israel,10.15
1988,Italy,8.0
1988,Jamaica,7.4
1988,Jordan,5.3
1988,Japan,10.35
1988,Kazakhstan,8.399999999999999
1988,Kenya,3.55
1988,Kyrgyz Republic,8.45
1988,Cambodia,2.5
1988,Kiribati,5.800000000000001
1988,South Korea,9.45
1988,Kuwait,4.05
1988,Lao,1.95
1988,Lebanon,4.949999999999999
1988,Liberia,2.0
1988,St. Lucia,6.8
1988,Sri Lanka,6.5
1988,Lesotho,4.2
1988,Lithuania,8.899999999999999
1988,Luxembourg,9.05
1988,Latvia,9.6
1988,Morocco,1.7
1988,Moldova,8.600000000000001
1988,Madagascar,2.5
1988,Maldives,3.0
1988,Mexico,5.05
1988,Marshall Islands,6.95
1988,North Macedonia,7.300000000000001
1988,Mali,0.65
1988,Myanmar,3.1
1988,Montenegro,8.45
1988,Mongolia,6.85
1988,Mozambique,1.3
1988,Mauritania,0.8999999999999999
1988,Mauritius,4.5
1988,Malawi,2.45
1988,Malaysia,4.85
1988,Namibia,3.9000000000000004
1988,Niger,0.35
1988,Nigeria,2.6500000000000004
1988,Nicaragua,3.5999999999999996
1988,Netherlands,9.3
1988,Norway,10.75
1988,Nepal,1.3
1988,New Zealand,9.6
1988,Oman,2.75
1988,Pakistan,1.9
1988,Panama,7.0
1988,Peru,6.1
1988,Philippines,6.9
1988,Papua New Guinea,2.1
1988,Poland,10.2
1988,Portugal,4.75
1988,Paraguay,5.15
1988,Palestine,5.3
1988,Qatar,4.4
1988,Romania,9.149999999999999
1988,Russia,9.55
1988,Rwanda,1.75
1988,Saudi Arabia,3.4
1988,Sudan,2.1
1988,Senegal,1.15
1988,Singapore,5.0
1988,Solomon Islands,3.0
1988,Sierra Leone,1.15
1988,El Salvador,4.5
1988,Somalia,0.9
1988,Serbia,7.5
1988,Sao Tome and Principe,2.5
1988,Suriname,5.2
1988,Slovak Republic,9.0
1988,Slovenia,8.4
1988,Sweden,10.2
1988,Eswatini,3.6999999999999997
1988,Seychelles,6.550000000000001
1988,Syria,3.15
1988,Chad,0.75
1988,Togo,1.7999999999999998
1988,Thailand,4.9
1988,Tajikistan,8.05
1988,Turkmenistan,8.1
1988,Timor-Leste,1.0
1988,Tonga,8.55
1988,Trinidad and Tobago,7.3
1988,Tunisia,3.1500000000000004
1988,Turkey,3.9499999999999997
1988,Taiwan,6.95
1988,Tanzania,2.65
1988,Uganda,2.8
1988,Ukraine,9.75
1988,Uruguay,7.4
1988,USA,12.65
1988,Uzbekistan,8.6
1988,Venezuela,5.75
1988,Vietnam,5.45
1988,Vanuatu,4.1
1988,Samoa,7.5
1988,Yemen,0.85
1988,South Africa,5.4
1988,Zambia,3.8
1988,Zimbabwe,4.4
1989,Afghanistan,0.8
1989,Angola,2.05
1989,Albania,6.949999999999999
1989,UAE,5.1
1989,Argentina,7.85
1989,Armenia,8.95
1989,Antigua and Barbuda,9.7
1989,Australia,10.3
1989,Austria,9.8
1989,Azerbaijan,8.75
1989,Burundi,1.4500000000000002
1989,Belgium,9.8
1989,Benin,1.3
1989,Burkina Faso,0.55
1989,Bangladesh,2.45
1989,Bulgaria,9.600000000000001
1989,Bahrain,4.65
1989,Bahamas,8.5
1989,Bosnia and Herzegovina,5.25
1989,Belarus,9.399999999999999
1989,Belize,6.35
1989,Bolivia,4.8
1989,Brazil,4.300000000000001
1989,Botswana,2.8
1989,Central African Republic,1.75
1989,Canada,12.149999999999999
1989,Switzerland,11.45
1989,Chile,7.85
1989,China,4.25
1989,Cote d'Ivoire,1.6
1989,Cameroon,2.85
1989,"Congo, Dem. Rep.",3.5
1989,"Congo, Rep.",3.9000000000000004
1989,Colombia,4.95
1989,Comoros,1.4
1989,Cape Verde,2.05
1989,Costa Rica,6.2
1989,Cuba,7.949999999999999
1989,Cyprus,9.05
1989,Czech Republic,12.05
1989,Germany,10.0
1989,Djibouti,1.85
1989,Denmark,11.15
1989,Dominican Republic,4.949999999999999
1989,Algeria,2.1
1989,Ecuador,5.75
1989,Egypt,3.9000000000000004
1989,Eritrea,1.2
1989,Spain,5.65
1989,Estonia,9.100000000000001
1989,Ethiopia,0.7000000000000001
1989,Finland,9.8
1989,Fiji,6.800000000000001
1989,France,8.25
1989,Gabon,3.9
1989,UK,11.3
1989,Georgia,10.3
1989,Ghana,4.050000000000001
1989,Guinea,0.95
1989,Gambia,1.2999999999999998
1989,Guinea-Bissau,0.95
1989,Equatorial Guinea,3.5999999999999996
1989,Greece,7.800000000000001
1989,Guatemala,2.7
1989,Guyana,6.9
1989,Honduras,3.5999999999999996
1989,Croatia,7.6
1989,Haiti,1.95
1989,Hungary,9.399999999999999
1989,Indonesia,4.0
1989,India,2.9000000000000004
1989,Ireland,9.0
1989,Iran,3.25
1989,Iraq,3.4000000000000004
1989,Israel,10.3
1989,Italy,8.149999999999999
1989,Jamaica,7.55
1989,Jordan,5.5
1989,Japan,10.45
1989,Kazakhstan,8.600000000000001
1989,Kenya,3.7
1989,Kyrgyz Republic,8.65
1989,Cambodia,2.6
1989,Kiribati,5.95
1989,South Korea,9.600000000000001
1989,Kuwait,4.2
1989,Lao,2.0
1989,Lebanon,5.050000000000001
1989,Liberia,2.15
1989,St. Lucia,6.9
1989,Sri Lanka,6.55
1989,Lesotho,4.300000000000001
1989,Lithuania,9.05
1989,Luxembourg,9.15
1989,Latvia,9.8
1989,Morocco,1.8
1989,Moldova,8.75
1989,Madagascar,2.6
1989,Maldives,3.05
1989,Mexico,5.2
1989,Marshall Islands,7.050000000000001
1989,North Macedonia,7.45
1989,Mali,0.7
1989,Myanmar,3.2
1989,Montenegro,8.55
1989,Mongolia,6.95
1989,Mozambique,1.4
1989,Mauritania,1.0
1989,Mauritius,4.65
1989,Malawi,2.55
1989,Malaysia,5.05
1989,Namibia,4.0
1989,Niger,0.4
1989,Nigeria,2.75
1989,Nicaragua,3.7
1989,Netherlands,9.4
1989,Norway,10.95
1989,Nepal,1.3499999999999999
1989,New Zealand,9.75
1989,Oman,2.9
1989,Pakistan,2.0
1989,Panama,7.15
1989,Peru,6.300000000000001
1989,Philippines,7.050000000000001
1989,Papua New Guinea,2.15
1989,Poland,10.3
1989,Portugal,4.85
1989,Paraguay,5.2
1989,Palestine,5.45
1989,Qatar,4.5
1989,Romania,9.350000000000001
1989,Russia,9.75
1989,Rwanda,1.8
1989,Saudi Arabia,3.5
1989,Sudan,2.1500000000000004
1989,Senegal,1.2
1989,Singapore,5.15
1989,Solomon Islands,3.0999999999999996
1989,Sierra Leone,1.2
1989,El Salvador,4.6
1989,Somalia,1.0
1989,Serbia,7.65
1989,Sao Tome and Principe,2.6
1989,Suriname,5.3
1989,Slovak Republic,9.2
1989,Slovenia,8.5
1989,Sweden,10.350000000000001
1989,Eswatini,3.85
1989,Seychelles,6.800000000000001
1989,Syria,3.3
1989,Chad,0.75
1989,Togo,1.9
1989,Thailand,5.0
1989,Tajikistan,8.2
1989,Turkmenistan,8.3
1989,Timor-Leste,1.05
1989,Tonga,8.7
1989,Trinidad and Tobago,7.4
1989,Tunisia,3.3000000000000003
1989,Turkey,4.05
1989,Taiwan,7.199999999999999
1989,Tanzania,2.75
1989,Uganda,2.85
1989,Ukraine,9.85
1989,Uruguay,7.5
1989,USA,12.7
1989,Uzbekistan,8.8
1989,Venezuela,5.85
1989,Vietnam,5.55
1989,Vanuatu,4.2
1989,Samoa,7.65
1989,Yemen,0.9
1989,South Africa,5.550000000000001
1989,Zambia,3.95
1989,Zimbabwe,4.55
1990,Afghanistan,0.8
1990,Angola,2.1
1990,Albania,7.15
1990,UAE,5.300000000000001
1990,Argentina,7.95
1990,Armenia,9.100000000000001
1990,Antigua and Barbuda,9.9
1990,Australia,10.399999999999999
1990,Austria,9.899999999999999
1990,Azerbaijan,8.95
1990,Burundi,1.55
1990,Belgium,9.899999999999999
1990,Benin,1.4
1990,Burkina Faso,0.55
1990,Bangladesh,2.45
1990,Bulgaria,9.75
1990,Bahrain,4.85
1990,Bahamas,8.6
1990,Bosnia and Herzegovina,5.4
1990,Belarus,9.55
1990,Belize,6.45
1990,Bolivia,4.9
1990,Brazil,4.5
1990,Botswana,2.9
1990,Central African Republic,1.7999999999999998
1990,Canada,12.350000000000001
1990,Switzerland,11.55
1990,Chile,7.949999999999999
1990,China,4.35
1990,Cote d'Ivoire,1.65
1990,Cameroon,2.95
1990,"Congo, Dem. Rep.",3.6500000000000004
1990,"Congo, Rep.",4.05
1990,Colombia,5.0
1990,Comoros,1.4500000000000002
1990,Cape Verde,2.0999999999999996
1990,Costa Rica,6.35
1990,Cuba,8.100000000000001
1990,Cyprus,9.2
1990,Czech Republic,12.1
1990,Germany,10.149999999999999
1990,Djibouti,1.9500000000000002
1990,Denmark,11.25
1990,Dominican Republic,5.050000000000001
1990,Algeria,2.2
1990,Ecuador,5.85
1990,Egypt,4.0
1990,Eritrea,1.2999999999999998
1990,Spain,5.8
1990,Estonia,9.25
1990,Ethiopia,0.7000000000000001
1990,Finland,9.9
1990,Fiji,6.9
1990,France,8.35
1990,Gabon,4.05
1990,UK,11.399999999999999
1990,Georgia,10.4
1990,Ghana,4.15
1990,Guinea,1.0
1990,Gambia,1.4
1990,Guinea-Bissau,1.0
1990,Equatorial Guinea,3.75
1990,Greece,7.95
1990,Guatemala,2.75
1990,Guyana,7.0
1990,Honduras,3.7
1990,Croatia,7.75
1990,Haiti,2.0
1990,Hungary,9.5
1990,Indonesia,4.1
1990,India,3.0
1990,Ireland,9.15
1990,Iran,3.35
1990,Iraq,3.4000000000000004
1990,Israel,10.399999999999999
1990,Italy,8.3
1990,Jamaica,7.7
1990,Jordan,5.7
1990,Japan,10.55
1990,Kazakhstan,8.75
1990,Kenya,3.8
1990,Kyrgyz Republic,8.75
1990,Cambodia,2.6500000000000004
1990,Kiribati,6.1
1990,South Korea,9.8
1990,Kuwait,4.35
1990,Lao,2.1
1990,Lebanon,5.25
1990,Liberia,2.2
1990,St. Lucia,7.05
1990,Sri Lanka,6.7
1990,Lesotho,4.449999999999999
1990,Lithuania,9.25
1990,Luxembourg,9.25
1990,Latvia,9.9
1990,Morocco,1.85
1990,Moldova,8.899999999999999
1990,Madagascar,2.7
1990,Maldives,3.05
1990,Mexico,5.35
1990,Marshall Islands,7.2
1990,North Macedonia,7.55
1990,Mali,0.75
1990,Myanmar,3.3
1990,Montenegro,8.7
1990,Mongolia,7.05
1990,Mozambique,1.4500000000000002
1990,Mauritania,1.05
1990,Mauritius,4.8
1990,Malawi,2.6500000000000004
1990,Malaysia,5.15
1990,Namibia,4.15
1990,Niger,0.4
1990,Nigeria,2.85
1990,Nicaragua,3.8
1990,Netherlands,9.5
1990,Norway,11.100000000000001
1990,Nepal,1.4
1990,New Zealand,9.9
1990,Oman,3.0
1990,Pakistan,2.0500000000000003
1990,Panama,7.25
1990,Peru,6.4
1990,Philippines,7.15
1990,Papua New Guinea,2.2
1990,Poland,10.45
1990,Portugal,5.0
1990,Paraguay,5.3
1990,Palestine,5.6
1990,Qatar,4.699999999999999
1990,Romania,9.45
1990,Russia,9.95
1990,Rwanda,1.9
1990,Saudi Arabia,3.6500000000000004
1990,Sudan,2.25
1990,Senegal,1.25
1990,Singapore,5.25
1990,Solomon Islands,3.3
1990,Sierra Leone,1.2
1990,El Salvador,4.699999999999999
1990,Somalia,1.05
1990,Serbia,7.8
1990,Sao Tome and Principe,2.7
1990,Suriname,5.4
1990,Slovak Republic,9.35
1990,Slovenia,8.65
1990,Sweden,10.45
1990,Eswatini,4.050000000000001
1990,Seychelles,7.0
1990,Syria,3.4
1990,Chad,0.7999999999999999
1990,Togo,1.95
1990,Thailand,5.1
1990,Tajikistan,8.350000000000001
1990,Turkmenistan,8.45
1990,Timor-Leste,1.1
1990,Tonga,8.8
1990,Trinidad and Tobago,7.5
1990,Tunisia,3.4
1990,Turkey,4.25
1990,Taiwan,7.4
1990,Tanzania,2.8499999999999996
1990,Uganda,2.9499999999999997
1990,Ukraine,10.05
1990,Uruguay,7.65
1990,USA,12.8
1990,Uzbekistan,8.95
1990,Venezuela,6.05
1990,Vietnam,5.65
1990,Vanuatu,4.3
1990,Samoa,7.85
1990,Yemen,0.95
1990,South Africa,5.7
1990,Zambia,4.05
1990,Zimbabwe,4.65
1991,Afghanistan,0.9
1991,Angola,2.2
1991,Albania,7.25
1991,UAE,5.5
1991,Argentina,8.05
1991,Armenia,9.25
1991,Antigua and Barbuda,10.0
1991,Australia,10.5
1991,Austria,10.0
1991,Azerbaijan,9.100000000000001
1991,Burundi,1.55
1991,Belgium,10.05
1991,Benin,1.4
1991,Burkina Faso,0.6
1991,Bangladesh,2.55
1991,Bulgaria,9.85
1991,Bahrain,5.0
1991,Bahamas,8.7
1991,Bosnia and Herzegovina,5.55
1991,Belarus,9.65
1991,Belize,6.6
1991,Bolivia,5.1
1991,Brazil,4.6
1991,Botswana,3.05
1991,Central African Republic,1.9
1991,Canada,12.45
1991,Switzerland,11.65
1991,Chile,8.05
1991,China,4.45
1991,Cote d'Ivoire,1.75
1991,Cameroon,3.0
1991,"Congo, Dem. Rep.",3.75
1991,"Congo, Rep.",4.2
1991,Colombia,5.1
1991,Comoros,1.55
1991,Cape Verde,2.2
1991,Costa Rica,6.5
1991,Cuba,8.25
1991,Cyprus,9.35
1991,Czech Republic,12.2
1991,Germany,10.25
1991,Djibouti,2.0
1991,Denmark,11.35
1991,Dominican Republic,5.2
1991,Algeria,2.3
1991,Ecuador,5.949999999999999
1991,Egypt,4.15
1991,Eritrea,1.35
1991,Spain,5.949999999999999
1991,Estonia,9.399999999999999
1991,Ethiopia,0.75
1991,Finland,10.05
1991,Fiji,7.05
1991,France,8.45
1991,Gabon,4.2
1991,UK,11.5
1991,Georgia,10.55
1991,Ghana,4.25
1991,Guinea,1.05
1991,Gambia,1.4500000000000002
1991,Guinea-Bissau,1.0
1991,Equatorial Guinea,3.85
1991,Greece,8.1
1991,Guatemala,2.8499999999999996
1991,Guyana,7.15
1991,Honduras,3.8
1991,Croatia,7.949999999999999
1991,Haiti,2.1
1991,Hungary,9.600000000000001
1991,Indonesia,4.2
1991,India,3.1
1991,Ireland,9.25
1991,Iran,3.5
1991,Iraq,3.45
1991,Israel,10.55
1991,Italy,8.4
1991,Jamaica,7.8
1991,Jordan,5.9
1991,Japan,10.65
1991,Kazakhstan,8.95
1991,Kenya,3.9499999999999997
1991,Kyrgyz Republic,8.95
1991,Cambodia,2.7
1991,Kiribati,6.3
1991,South Korea,9.95
1991,Kuwait,4.5
1991,Lao,2.1
1991,Lebanon,5.449999999999999
1991,Liberia,2.3
1991,St. Lucia,7.15
1991,Sri Lanka,6.8
1991,Lesotho,4.55
1991,Lithuania,9.45
1991,Luxembourg,9.4
1991,Latvia,10.05
1991,Morocco,1.9000000000000001
1991,Moldova,9.05
1991,Madagascar,2.8
1991,Maldives,3.05
1991,Mexico,5.45
1991,Marshall Islands,7.35
1991,North Macedonia,7.699999999999999
1991,Mali,0.75
1991,Myanmar,3.3499999999999996
1991,Montenegro,8.850000000000001
1991,Mongolia,7.2
1991,Mozambique,1.4500000000000002
1991,Mauritania,1.05
1991,Mauritius,5.0
1991,Malawi,2.7
1991,Malaysia,5.300000000000001
1991,Namibia,4.3
1991,Niger,0.4
1991,Nigeria,2.9499999999999997
1991,Nicaragua,3.9
1991,Netherlands,9.6
1991,Norway,11.3
1991,Nepal,1.45
1991,New Zealand,10.0
1991,Oman,3.15
1991,Pakistan,2.2
1991,Panama,7.4
1991,Peru,6.6
1991,Philippines,7.25
1991,Papua New Guinea,2.3
1991,Poland,10.55
1991,Portugal,5.15
1991,Paraguay,5.4
1991,Palestine,5.800000000000001
1991,Qatar,4.85
1991,Romania,9.6
1991,Russia,10.100000000000001
1991,Rwanda,1.9500000000000002
1991,Saudi Arabia,3.8499999999999996
1991,Sudan,2.35
1991,Senegal,1.2999999999999998
1991,Singapore,5.35
1991,Solomon Islands,3.4000000000000004
1991,Sierra Leone,1.2999999999999998
1991,El Salvador,4.800000000000001
1991,Somalia,1.05
1991,Serbia,7.949999999999999
1991,Sao Tome and Principe,2.75
1991,Suriname,5.5
1991,Slovak Republic,9.55
1991,Slovenia,8.85
1991,Sweden,10.6
1991,Eswatini,4.15
1991,Seychelles,7.25
1991,Syria,3.55
1991,Chad,0.85
1991,Togo,2.05
1991,Thailand,5.15
1991,Tajikistan,8.5
1991,Turkmenistan,8.6
1991,Timor-Leste,1.2
1991,Tonga,8.95
1991,Trinidad and Tobago,7.6
1991,Tunisia,3.55
1991,Turkey,4.35
1991,Taiwan,7.65
1991,Tanzania,2.95
1991,Uganda,3.05
1991,Ukraine,10.15
1991,Uruguay,7.75
1991,USA,12.85
1991,Uzbekistan,9.149999999999999
1991,Venezuela,6.2
1991,Vietnam,5.7
1991,Vanuatu,4.4
1991,Samoa,8.0
1991,Yemen,1.0
1991,South Africa,5.8
1991,Zambia,4.15
1991,Zimbabwe,4.8
1992,Afghanistan,0.9
1992,Angola,2.25
1992,Albania,7.4
1992,UAE,5.699999999999999
1992,Argentina,8.149999999999999
1992,Armenia,9.35
1992,Antigua and Barbuda,10.1
1992,Australia,10.600000000000001
1992,Austria,10.05
1992,Azerbaijan,9.3
1992,Burundi,1.65
1992,Belgium,10.2
1992,Benin,1.4500000000000002
1992,Burkina Faso,0.6
1992,Bangladesh,2.5999999999999996
1992,Bulgaria,10.0
1992,Bahrain,5.199999999999999
1992,Bahamas,8.850000000000001
1992,Bosnia and Herzegovina,5.699999999999999
1992,Belarus,9.85
1992,Belize,6.7
1992,Bolivia,5.2
1992,Brazil,4.699999999999999
1992,Botswana,3.1500000000000004
1992,Central African Republic,1.95
1992,Canada,12.6
1992,Switzerland,11.8
1992,Chile,8.2
1992,China,4.65
1992,Cote d'Ivoire,1.75
1992,Cameroon,3.15
1992,"Congo, Dem. Rep.",3.8499999999999996
1992,"Congo, Rep.",4.35
1992,Colombia,5.2
1992,Comoros,1.5999999999999999
1992,Cape Verde,2.3
1992,Costa Rica,6.6
1992,Cuba,8.35
1992,Cyprus,9.55
1992,Czech Republic,12.3
1992,Germany,10.350000000000001
1992,Djibouti,2.05
1992,Denmark,11.45
1992,Dominican Republic,5.3
1992,Algeria,2.4000000000000004
1992,Ecuador,6.1
1992,Egypt,4.25
1992,Eritrea,1.4500000000000002
1992,Spain,6.1
1992,Estonia,9.5
1992,Ethiopia,0.75
1992,Finland,10.2
1992,Fiji,7.199999999999999
1992,France,8.6
1992,Gabon,4.300000000000001
1992,UK,11.55
1992,Georgia,10.7
1992,Ghana,4.35
1992,Guinea,1.05
1992,Gambia,1.55
1992,Guinea-Bissau,1.05
1992,Equatorial Guinea,3.95
1992,Greece,8.25
1992,Guatemala,2.9
1992,Guyana,7.300000000000001
1992,Honduras,3.9
1992,Croatia,8.15
1992,Haiti,2.2
1992,Hungary,9.7
1992,Indonesia,4.35
1992,India,3.15
1992,Ireland,9.4
1992,Iran,3.6500000000000004
1992,Iraq,3.5
1992,Israel,10.7
1992,Italy,8.55
1992,Jamaica,8.0
1992,Jordan,6.1
1992,Japan,10.75
1992,Kazakhstan,9.15
1992,Kenya,4.1
1992,Kyrgyz Republic,9.100000000000001
1992,Cambodia,2.8
1992,Kiribati,6.4
1992,South Korea,10.1
1992,Kuwait,4.6
1992,Lao,2.2
1992,Lebanon,5.6
1992,Liberia,2.35
1992,St. Lucia,7.25
1992,Sri Lanka,6.95
1992,Lesotho,4.7
1992,Lithuania,9.65
1992,Luxembourg,9.5
1992,Latvia,10.2
1992,Morocco,1.95
1992,Moldova,9.15
1992,Madagascar,2.9
1992,Maldives,3.15
1992,Mexico,5.6
1992,Marshall Islands,7.449999999999999
1992,North Macedonia,7.9
1992,Mali,0.8
1992,Myanmar,3.45
1992,Montenegro,9.0
1992,Mongolia,7.3
1992,Mozambique,1.5499999999999998
1992,Mauritania,1.15
1992,Mauritius,5.2
1992,Malawi,2.8
1992,Malaysia,5.449999999999999
1992,Namibia,4.4
1992,Niger,0.44999999999999996
1992,Nigeria,3.0999999999999996
1992,Nicaragua,4.0
1992,Netherlands,9.75
1992,Norway,11.399999999999999
1992,Nepal,1.5
1992,New Zealand,10.2
1992,Oman,3.25
1992,Pakistan,2.25
1992,Panama,7.5
1992,Peru,6.699999999999999
1992,Philippines,7.35
1992,Papua New Guinea,2.4000000000000004
1992,Poland,10.65
1992,Portugal,5.3
1992,Paraguay,5.449999999999999
1992,Palestine,6.0
1992,Qatar,5.0
1992,Romania,9.75
1992,Russia,10.3
1992,Rwanda,2.0
1992,Saudi Arabia,3.95
1992,Sudan,2.4
1992,Senegal,1.35
1992,Singapore,5.45
1992,Solomon Islands,3.5
1992,Sierra Leone,1.35
1992,El Salvador,4.95
1992,Somalia,1.1
1992,Serbia,8.05
1992,Sao Tome and Principe,2.8499999999999996
1992,Suriname,5.65
1992,Slovak Republic,9.8
1992,Slovenia,9.0
1992,Sweden,10.7
1992,Eswatini,4.35
1992,Seychelles,7.45
1992,Syria,3.6500000000000004
1992,Chad,0.9
1992,Togo,2.1
1992,Thailand,5.25
1992,Tajikistan,8.7
1992,Turkmenistan,8.75
1992,Timor-Leste,1.25
1992,Tonga,9.100000000000001
1992,Trinidad and Tobago,7.75
1992,Tunisia,3.7
1992,Turkey,4.5
1992,Taiwan,7.8500000000000005
1992,Tanzania,3.05
1992,Uganda,3.0999999999999996
1992,Ukraine,10.25
1992,Uruguay,7.85
1992,USA,12.9
1992,Uzbekistan,9.25
1992,Venezuela,6.3
1992,Vietnam,5.85
1992,Vanuatu,4.55
1992,Samoa,8.15
1992,Yemen,1.05
1992,South Africa,5.95
1992,Zambia,4.25
1992,Zimbabwe,4.95
1993,Afghanistan,0.95
1993,Angola,2.3499999999999996
1993,Albania,7.55
1993,UAE,5.9
1993,Argentina,8.3
1993,Armenia,9.5
1993,Antigua and Barbuda,10.3
1993,Australia,10.600000000000001
1993,Austria,10.15
1993,Azerbaijan,9.45
1993,Burundi,1.65
1993,Belgium,10.3
1993,Benin,1.5499999999999998
1993,Burkina Faso,0.65
1993,Bangladesh,2.65
1993,Bulgaria,10.15
1993,Bahrain,5.35
1993,Bahamas,8.95
1993,Bosnia and Herzegovina,5.85
1993,Belarus,9.95
1993,Belize,6.8
1993,Bolivia,5.3
1993,Brazil,4.85
1993,Botswana,3.25
1993,Central African Republic,2.05
1993,Canada,12.7
1993,Switzerland,11.85
1993,Chile,8.35
1993,China,4.75
1993,Cote d'Ivoire,1.85
1993,Cameroon,3.25
1993,"Congo, Dem. Rep.",3.9000000000000004
1993,"Congo, Rep.",4.45
1993,Colombia,5.25
1993,Comoros,1.7
1993,Cape Verde,2.4
1993,Costa Rica,6.7
1993,Cuba,8.5
1993,Cyprus,9.7
1993,Czech Republic,12.350000000000001
1993,Germany,10.5
1993,Djibouti,2.15
1993,Denmark,11.55
1993,Dominican Republic,5.45
1993,Algeria,2.5
1993,Ecuador,6.2
1993,Egypt,4.45
1993,Eritrea,1.4500000000000002
1993,Spain,6.3
1993,Estonia,9.65
1993,Ethiopia,0.8500000000000001
1993,Finland,10.3
1993,Fiji,7.35
1993,France,8.7
1993,Gabon,4.4
1993,UK,11.65
1993,Georgia,10.8
1993,Ghana,4.45
1993,Guinea,1.15
1993,Gambia,1.5999999999999999
1993,Guinea-Bissau,1.15
1993,Equatorial Guinea,4.05
1993,Greece,8.35
1993,Guatemala,3.0
1993,Guyana,7.449999999999999
1993,Honduras,4.05
1993,Croatia,8.3
1993,Haiti,2.25
1993,Hungary,9.8
1993,Indonesia,4.45
1993,India,3.25
1993,Ireland,9.55
1993,Iran,3.8000000000000003
1993,Iraq,3.55
1993,Israel,10.8
1993,Italy,8.649999999999999
1993,Jamaica,8.1
1993,Jordan,6.3
1993,Japan,10.85
1993,Kazakhstan,9.35
1993,Kenya,4.25
1993,Kyrgyz Republic,9.3
1993,Cambodia,2.9
1993,Kiribati,6.55
1993,South Korea,10.3
1993,Kuwait,4.800000000000001
1993,Lao,2.3
